id;nombre;nombreGenerico;fraccion;unidadFraccion;vence;control;antibiotico;pos;facturable;stockMinimo;stockMaximo;maxOrdenar;estabilidad;invFarmacia;invAlmacen;enfermeria;terapia;nutricion;cantidad;cums;regSanitario;altoCosto;vrCompra;vrUltimaCompra;codigoAtc;infusion;tipoAdministracion;regulado;vaorRegulado;observaciones;sispro;oncologico;ortesis;epiHigiene;controlStock;AnatoPos;magistralControl;genericoPos;fechaRegistro;estadoReg;concentracion_id;concepto_id;grupo_id;subGrupo_id;tipoSuministro_id;unidadMedida_id;viaAdministracion_id;principioActivo_id;descripcionComercial;fechaExpedicion;fechaVencimiento;registroSanitario;ripsCums_id;ripsDci_id;ripsFormaFarmaceutica_id;ripsTipoMedicamento_id;ripsUnidadDispensa_id;ripsUnidadMedida_id;tipoHonorario_id;cantidadUvr;ripsUnidadUpr_id;requiereAutorizacion
27439;NEURONTIN  600 MG.;NEURONTIN  600 MG.;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905371-9;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;MUESTRA MeDICA: CAJA  POR  2 TABLETAS RECUBIERTAS EN BLISTER PVCPVDCALUMINIO;10/23/2024;10/23/2024;INVIMA 2021M-14434-R3;2;1;1;1;1;1;1;0;1;N
27440;SOLUMOX 375 MG. COMPRIMIDOS;SOLUMOX 375 MG. COMPRIMIDOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905464-2;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA X 15 COMPRIMIDOS EN BLISTER PVCAL X 5 COMPRIMIDOS;10/23/2024;10/23/2024;INVIMA M-13932;2;1;1;1;1;1;1;0;1;N
27441;SOLUMOX 750 MG. COMPRIMIDOS DISPERSABLES;SOLUMOX 750 MG. COMPRIMIDOS DISPERSABLES;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905466-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA X 10 COMPRIMIDOS EN BLISTER ALUMINIOPVC X 5 COMPRIMIDOS;10/23/2024;10/23/2024;INVIMA M-13902;2;1;1;1;1;1;1;0;1;N
27442;AMOXAL 12H SUSPENSIoN (POLVO PARA RECONSTITUIR) 400 MG  5 ML;AMOXAL 12H SUSPENSIoN (POLVO PARA RECONSTITUIR) 400 MG  5 ML;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905490-2;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA DE CARTON CON FRASCO DE VIDRIO CLARO Y TAPA DE ALUMINIO CON LINER DE POLEXAN PARA PREPARAR 50 ML DE SUSPENSION;10/23/2024;10/23/2024;INVIMA M-14254;2;1;1;1;1;1;1;0;1;N
27443;ACTIN COMPRIMIDOS 80 MG;ACTIN COMPRIMIDOS 80 MG;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905543-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;BLISTER PVC  ALUMINIO POR 10 COMPRIMIDOS EN CAJA DE CARTULINA POR 1 BLISTER.;10/23/2024;10/23/2024;INVIMA M-13936;2;1;1;1;1;1;1;0;1;N
27444;METFORMINA CLORHIDRATO 850 MG. TABLETAS RECUBIERTAS;METFORMINA CLORHIDRATO 850 MG. TABLETAS RECUBIERTAS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905554-7;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;MUESTRA MEDICA: CAJA POR 10 TABLETAS EN BLISTER PVCALUMINIO.;10/23/2024;10/23/2024;INVIMA 2009 M-13957- R1;2;1;1;1;1;1;1;0;1;N
27445;"ALPRAZOLAM 0,5MG COMPRIMIDOS";"ALPRAZOLAM 0,5MG COMPRIMIDOS";0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905612-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA POR 30  COMPRIMIDOS EN 3 BLISTERES DE PVC TRANSPARENTEALUMINIO POR 10 COMPRIMIDOS CU.;10/23/2024;10/23/2024;INVIMA M-14036;2;1;1;1;1;1;1;0;1;N
27446;CARBAMAZEPINA 200MG COMPRIMIDOS;CARBAMAZEPINA 200MG COMPRIMIDOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905618-2;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;HOSPITALARIO: CAJA POR 1000 TABLETAS EN 100 BLISTERES DE PVDCALUMINIO POR 10 COMPRIMIDOS CU.;10/23/2024;10/23/2024;INVIMA M-14016;2;1;1;1;1;1;1;0;1;N
27447;REDORMIN GRAGEAS;REDORMIN GRAGEAS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906061-7;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;3750 C. C;10/23/2024;10/23/2024;INVIMA M-14375;2;1;1;1;1;1;1;0;1;N
27448;RANITIDINA 150MG COMPRIMIDOS;RANITIDINA 150MG COMPRIMIDOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905621-2;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;HOSPITALARIA: CAJA CON 1000 COMPRIMIDOS EN 100 BLISTERES DE PVC TRANSPARENTEALUMINIO POR 10 COMPRIMIDOS CU.;10/23/2024;10/23/2024;INVIMA M-14047;2;1;1;1;1;1;1;0;1;N
27449;ARZON  GRAGEAS;ARZON  GRAGEAS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905626-9;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJAS CON 100 GRAGEAS EN BLISTERES DE PVCPEPVDC-ALUMINIO.;10/23/2024;10/23/2024;INVIMA M-14430;2;1;1;1;1;1;1;0;1;N
27450;NABUREN 1.000 MG TABLETAS DISPERSABLES.;NABUREN 1.000 MG TABLETAS DISPERSABLES.;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905440-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA X 10 TABLETAS EN BLISTER DE ALUMINIOPVCPVDC X 5 TABLETAS;10/23/2024;10/23/2024;INVIMA M-13927;2;1;1;1;1;1;1;0;1;N
27451;CIPLADANOGEN 200 MG CAPSULAS;CIPLADANOGEN 200 MG CAPSULAS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905582-7;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;Muestra medica: Caja de carton por 10 capsulas duras en blister de PVC  Aluminio por 10 capsulas duras cada blister.;10/23/2024;10/23/2024;INVIMA 2010 M-13969 R1;2;1;1;1;1;1;1;0;1;N
27452;AMITRIPTILINA 25 MG COMPRIMIDOS RECUBIERTOS;AMITRIPTILINA 25 MG COMPRIMIDOS RECUBIERTOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905616-4;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA X 60 COMPRIMIDOS RECUBIERTOS EN BLISTER DE PVDC TRANSPARENTE  ALU;10/23/2024;10/23/2024;INVIMA 2010 M-14048 R1;2;1;1;1;1;1;1;0;1;N
27453;SALBUTAMOL 4MG COMPRIMIDOS;SALBUTAMOL 4MG COMPRIMIDOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905619-4;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;HOSPITALARIA: CAJA DE  CARTON  POR 1000 COMPRIMIDOS EN 100 BLISTERES DE PVCALUMINIO POR 10 COMPRIMICOS CU.;10/23/2024;10/23/2024;INVIMA M-14246;2;1;1;1;1;1;1;0;1;N
27454;NORVETAL 20;NORVETAL 20;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905413-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA X 21 TABLETAS RECUBIERTAS;10/23/2024;10/23/2024;INVIMA 2010 M-13966 R1;2;1;1;1;1;1;1;0;1;N
27455;METFORMINA CLORHIDRATO 850 MG. TABLETAS RECUBIERTAS;METFORMINA CLORHIDRATO 850 MG. TABLETAS RECUBIERTAS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905554-5;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA POR 500 TABLETAS EN BLISTER PVCALUMINIO.;10/23/2024;10/23/2024;INVIMA 2009 M-13957- R1;2;1;1;1;1;1;1;0;1;N
27456;CIPLAPRAZOL - 20 MG;CIPLAPRAZOL - 20 MG;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905581-3;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA CARTON POR 2 BLISTER DE ALUMINIO PVCPVDC TRANSPARENTE POR 10 CAPSULAS CADA UNO;10/23/2024;10/23/2024;INVIMA 2010 M-13968 R1;2;1;1;1;1;1;1;0;1;N
27457;AMINOFILINA 100MG COMPRIMIDOS;AMINOFILINA 100MG COMPRIMIDOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905728-2;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA POR 20 COMPRIMIDOS EN 2 BLISTERES DE PVC AMBARALUMINIO POR 10 COMPRIMIDOS CU.;10/23/2024;10/23/2024;INVIMA M- 14032;2;1;1;1;1;1;1;0;1;N
27458;ENALAPRIL 5 MG COMPRIMIDOS.;ENALAPRIL 5 MG COMPRIMIDOS.;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905731-3;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;HOSPITALARIO: CAJA POR 500 COMPRIMIDOS EN BLISTER PACK DE PVDCALUMINIO..;10/23/2024;10/23/2024;INVIMA M-14212;2;1;1;1;1;1;1;0;1;N
27459;TAMIFLU CAPSULAS 75 MG;TAMIFLU CAPSULAS 75 MG;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905790-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA POR 10 CAPSULAS EN BLISTER DE ALUMINIO - (PVCPEPVDC);10/23/2024;10/23/2024;INVIMA 2017M-014651-R2;2;1;1;1;1;1;1;0;1;N
27460;MAXENO;MAXENO;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905736-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA POR 14 TABLETAS EN BLISTER X 7 TABLETAS.;10/23/2024;10/23/2024;INVIMA M-014557;2;1;1;1;1;1;1;0;1;N
27461;LORAZEPAM 2 MG COMPRIMIDOS;LORAZEPAM 2 MG COMPRIMIDOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905835-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA POR 30 COMPRIMIDOS EN TRES BLISTERES  DE PVC TRANSPARENTE ALUMINIO POR 10 TABLETAS CU.;10/23/2024;10/23/2024;INVIMA M-14009;2;1;1;1;1;1;1;0;1;N
27462;PHLOGENZYM COMPRIMIDOS RECUBIERTOS;PHLOGENZYM COMPRIMIDOS RECUBIERTOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905872-3;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA DE CARTON X 100 COMPRIMIDOS EN BLISTER;10/23/2024;10/23/2024;INVIMA M-14390;2;1;1;1;1;1;1;0;1;N
27463;ROFEXIB 12.5 MG;ROFEXIB 12.5 MG;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905985-5;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA CARTULINA POR 50 BLISTER POR 10 TABLETAS.;10/23/2024;10/23/2024;INVIMA M-014671;2;1;1;1;1;1;1;0;1;N
27464;CIPLAPRAZOL - 20 MG;CIPLAPRAZOL - 20 MG;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905581-8;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA DE CARTON POR 1 STRIP DE ALUMINIO RECUBIERTO DE POLIPROPILENO POR 10 CAPSULAS CADA UNO.;10/23/2024;10/23/2024;INVIMA 2010 M-13968 R1;2;1;1;1;1;1;1;0;1;N
27465;K.U. THIOGUANINE TABLETAS 40 MG;K.U. THIOGUANINE TABLETAS 40 MG;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905591-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;FRASCO POR 100 TABLETAS;10/23/2024;10/23/2024;INVIMA M-14138;2;1;1;1;1;1;1;0;1;N
27466;AMITRIPTILINA 25 MG COMPRIMIDOS RECUBIERTOS;AMITRIPTILINA 25 MG COMPRIMIDOS RECUBIERTOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905616-6;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA X 500 COMPRIMIDOS RECUBIERTOS EN BLISTER DE PVDC TRANSPARENTE  ALU;10/23/2024;10/23/2024;INVIMA 2010 M-14048 R1;2;1;1;1;1;1;1;0;1;N
27531;PHLOGENZYM COMPRIMIDOS RECUBIERTOS;PHLOGENZYM COMPRIMIDOS RECUBIERTOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905872-2;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA DE CARTON X 40 COMPRIMIDOS EN BLISTER;10/23/2024;10/23/2024;INVIMA M-14390;2;1;1;1;1;1;1;0;1;N
27467;COTRIMOXAZOL (SULFAMETOXAZOL + TRIMETROPRIM 400 MG + 80 MG) COMPRIMIDOS;COTRIMOXAZOL (SULFAMETOXAZOL + TRIMETROPRIM 400 MG + 80 MG) COMPRIMIDOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905675-3;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"CAJA POR 100 COMPRIMIDOS EN BLISTER DE PVDC AMBARALUMINIO, POR 10 COMPRIMIDOS CU.";10/23/2024;10/23/2024;INVIMA 2010 M-14028 R1;2;1;1;1;1;1;1;0;1;N
27468;METFORMINA CLORHIDRATO 850 MG. TABLETAS RECUBIERTAS;METFORMINA CLORHIDRATO 850 MG. TABLETAS RECUBIERTAS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905554-12;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;PRESENTACION INSTITUCIONAL: CAJA POR 900 UNIDADES EN BLISTER PVC ALUMINIO POR 15 TABLETAS CADA UNO;10/23/2024;10/23/2024;INVIMA 2009 M-13957- R1;2;1;1;1;1;1;1;0;1;N
27469;METOCLOPRAMIDA CLORHIDRATO 10MG COMPRIMIDOS;METOCLOPRAMIDA CLORHIDRATO 10MG COMPRIMIDOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905910-7;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA POR 1000 COMPRIMIDOS EN  BLISTERES DE PVDC AMBAR  ALUMINIO POR 20  COMPRIMIDOS CU.;10/23/2024;10/23/2024;INVIMA 2010 M-14051-R1;2;1;1;1;1;1;1;0;1;N
27470;METFORMINA CLORHIDRATO 850 MG. TABLETAS RECUBIERTAS;METFORMINA CLORHIDRATO 850 MG. TABLETAS RECUBIERTAS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905554-9;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"CAJA POR 30 TABLETAS EN BLISTER PVCALUMINIO, CADA BLISTER POR 15 TABLETAS";10/23/2024;10/23/2024;INVIMA 2009 M-13957- R1;2;1;1;1;1;1;1;0;1;N
27471;CIPLAPRAZOL - 20 MG;CIPLAPRAZOL - 20 MG;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905581-11;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA DE CARTON POR 4 STRIP DE ALUMINIO RECUBIERTO DE POLIPROPILENO POR 10 CAPSULAS CADA UNO.;10/23/2024;10/23/2024;INVIMA 2010 M-13968 R1;2;1;1;1;1;1;1;0;1;N
27472;SALBUTAMOL 2MG COMPRIMIDOS;SALBUTAMOL 2MG COMPRIMIDOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905620-2;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA CON 100 COMPRIMIDOS EN 10 BLISTERES DE PVC AMBARALUMINIO POR 10 COMPRIMIDOS CU.;10/23/2024;10/23/2024;INVIMA M-14039;2;1;1;1;1;1;1;0;1;N
27473;NIMODIPINO 30 MG COMPRIMIDOS RECUBIERTOS;NIMODIPINO 30 MG COMPRIMIDOS RECUBIERTOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905837-2;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;HOSPITALARIA: CAJA POR 100 COMPRIMIDOS RECUBIERTOS EN 10 BLISTERES DE PVC TRANSPARTENTEALUMINIO POR 10 COMPRIMIDOS CU.;10/23/2024;10/23/2024;INVIMA M-14012;2;1;1;1;1;1;1;0;1;N
27474;HEMOCYTON ELIXIR;HEMOCYTON ELIXIR;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905527-2;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;FRASCO DE VIDRIO AMBAR TIPO III POR 340 ML;10/23/2024;10/23/2024;INVIMA 2022M-13986-R2;2;1;1;1;1;1;1;0;1;N
27475;SALBUTAMOL 4MG COMPRIMIDOS;SALBUTAMOL 4MG COMPRIMIDOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905619-2;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;HOSPITALARIA: CAJA DE  CARTON  POR 100 COMPRIMIDOS EN 10 BLISTERES DE PVCALUMINIO POR 10 COMPRIMICOS CU.;10/23/2024;10/23/2024;INVIMA M-14246;2;1;1;1;1;1;1;0;1;N
27476;EGOGYN 1000 MG;EGOGYN 1000 MG;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905623-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA X 30 CuPSULAS BLANDAS EN BLISTER PVC ALUMINIO;10/23/2024;10/23/2024;INVIMA M-014852;2;1;1;1;1;1;1;0;1;N
27477;COTRIMOXAZOL FORTE (SULFAMETOXAZOL 800 MG + TRIMETROPRIM 160) COMPRIMIDOS;COTRIMOXAZOL FORTE (SULFAMETOXAZOL 800 MG + TRIMETROPRIM 160) COMPRIMIDOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905733-2;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA POR 20 COMPRIMIDOS EN BLISTER PVDC AMBARALUMINIO POR 10 COMPRIMIDOS CU;10/23/2024;10/23/2024;INVIMA 2010 M-14021R1;2;1;1;1;1;1;1;0;1;N
27478;ROFEXIB 12.5 MG;ROFEXIB 12.5 MG;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905985-4;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;", CAJA CARTULINA 2 BLISTER POR 15 TABLETAS EN BLISTER PVCALUMINIO";10/23/2024;10/23/2024;INVIMA M-014671;2;1;1;1;1;1;1;0;1;N
27479;ROFEXIB 25 MG;ROFEXIB 25 MG;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906062-10;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA  X 5 TABLETAS EN BLISTER  X 5 TABLETAS;10/23/2024;10/23/2024;INVIMA M-014670;2;1;1;1;1;1;1;0;1;N
27480;ROFEXIB 25 MG;ROFEXIB 25 MG;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906062-9;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA  X 28 TABLETAS EN BLISTER  X 7 TABLETAS;10/23/2024;10/23/2024;INVIMA M-014670;2;1;1;1;1;1;1;0;1;N
27481;COTRIMOXAZOL (SULFAMETOXAZOL + TRIMETROPRIM 400 MG + 80 MG) COMPRIMIDOS;COTRIMOXAZOL (SULFAMETOXAZOL + TRIMETROPRIM 400 MG + 80 MG) COMPRIMIDOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905675-2;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"CAJA POR 10 COMPRIMIDOS EN BLISTER DE PVDC AMBARALUMINIO, POR 10 COMPRIMIDOS CU.";10/23/2024;10/23/2024;INVIMA 2010 M-14028 R1;2;1;1;1;1;1;1;0;1;N
27482;GLIBENCLAMIDA 5MG COMPRIMIDOS;GLIBENCLAMIDA 5MG COMPRIMIDOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905729-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA POR 20 TABLETAS (COMPRIMIDOS) EN BLISTER DE  PVDC AMBARALUMINIO POR 10 TABLETAS (COMPRIMIDOS) CU.;10/23/2024;10/23/2024;INVIMA 2010 M-14007 R1;2;1;1;1;1;1;1;0;1;N
27483;ENALAPRIL 5 MG COMPRIMIDOS.;ENALAPRIL 5 MG COMPRIMIDOS.;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905731-2;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA POR 30 COMPRIMIDOS RECUBIERTOS EN BLISTER PACK DE PVDCALUMINIO.;10/23/2024;10/23/2024;INVIMA M-14212;2;1;1;1;1;1;1;0;1;N
27484;SOLUMOX 750 MG. COMPRIMIDOS DISPERSABLES;SOLUMOX 750 MG. COMPRIMIDOS DISPERSABLES;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905466-3;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA X 20 COMPRIMIDOS EN BLISTER ALUMINIOPVC X 5 COMPRIMIDOS;10/23/2024;10/23/2024;INVIMA M-13902;2;1;1;1;1;1;1;0;1;N
27485;FENOBARBITAL TABLETAS 100 MG.;FENOBARBITAL TABLETAS 100 MG.;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905549-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA PLEGADIZA DE CARTULINA POR 30 TABLETAS EN BLISTER DE PVC TRANSPARENTEALUMINIO.;10/23/2024;10/23/2024;INVIMA 2021M-14111-R2;2;1;1;1;1;1;1;0;1;N
27486;COTRIMOXAZOL (SULFAMETOXAZOL + TRIMETROPRIM 400 MG + 80 MG) COMPRIMIDOS;COTRIMOXAZOL (SULFAMETOXAZOL + TRIMETROPRIM 400 MG + 80 MG) COMPRIMIDOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905675-4;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"CAJA POR 500 COMPRIMIDOS EN BLISTER DE PVDC AMBARALUMINIO, POR 10 COMPRIMIDOS CU.";10/23/2024;10/23/2024;INVIMA 2010 M-14028 R1;2;1;1;1;1;1;1;0;1;N
27487;PHLOGENZYM COMPRIMIDOS RECUBIERTOS;PHLOGENZYM COMPRIMIDOS RECUBIERTOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905872-5;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA POR 20 COMPRIMIDO RECUBIERTOS EN BLISTER;10/23/2024;10/23/2024;INVIMA M-14390;2;1;1;1;1;1;1;0;1;N
27488;FURAZOLIDONA 100 MG COMPRIMIDOS;FURAZOLIDONA 100 MG COMPRIMIDOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905909-5;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;HOSPITALARIA O INSTITUCIONAL: CAJA X 500 COMPRIMIDOS  BLISTER DE PVDC AMBAR ALUMINIO.;10/23/2024;10/23/2024;INVIMA 2010 M-14052 R1;2;1;1;1;1;1;1;0;1;N
