id;nombre;nombreGenerico;fraccion;unidadFraccion;vence;control;antibiotico;pos;facturable;stockMinimo;stockMaximo;maxOrdenar;estabilidad;invFarmacia;invAlmacen;enfermeria;terapia;nutricion;cantidad;cums;regSanitario;altoCosto;vrCompra;vrUltimaCompra;codigoAtc;infusion;tipoAdministracion;regulado;vaorRegulado;observaciones;sispro;oncologico;ortesis;epiHigiene;controlStock;AnatoPos;magistralControl;genericoPos;fechaRegistro;estadoReg;concentracion_id;concepto_id;grupo_id;subGrupo_id;tipoSuministro_id;unidadMedida_id;viaAdministracion_id;principioActivo_id;descripcionComercial;fechaExpedicion;fechaVencimiento;registroSanitario;ripsCums_id;ripsDci_id;ripsFormaFarmaceutica_id;ripsTipoMedicamento_id;ripsUnidadDispensa_id;ripsUnidadMedida_id;tipoHonorario_id;cantidadUvr;ripsUnidadUpr_id;requiereAutorizacion
19842;VENOFER INYECTABLE.;VENOFER INYECTABLE.;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;13358-3;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"AMPOLLA DE VIDRIO TIPO I, INCOLORA DE 5 ML. EN CAJA POR 5 AMPOLLAS EN BLISTER PLASTICO.";10/23/2024;10/23/2024;INVIMA 2018M-006989-R2;2;1;1;1;1;1;1;0;1;N
19843;"CENTRUM JUNIOR MAS CALCIO TABLETAS MASTICABLES SABORES NARANJA, CEREZA,  Y TUTTI FRUTTI";"CENTRUM JUNIOR MAS CALCIO TABLETAS MASTICABLES SABORES NARANJA, CEREZA,  Y TUTTI FRUTTI";0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19925863-7;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"FRASCO DE POLIETILENO DE ALTA DENSIDAD BLANCO, TAPA DE SEGURIDAD BLANCA, EN POLIPROPILENO POR 75 TABLETAS MASTICABLES";10/23/2024;10/23/2024;INVIMA 2002M-0002089;2;1;1;1;1;1;1;0;1;N
19844;"CENTRUM JUNIOR MAS CALCIO TABLETAS MASTICABLES SABORES NARANJA, CEREZA,  Y TUTTI FRUTTI";"CENTRUM JUNIOR MAS CALCIO TABLETAS MASTICABLES SABORES NARANJA, CEREZA,  Y TUTTI FRUTTI";0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19925863-8;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"FRASCO DE POLIETILENO DE ALTA DENSIDAD BLANCO, TAPA DE SEGURIDAD BLANCA, EN POLIPROPILENO POR 80 TABLETAS MASTICABLES";10/23/2024;10/23/2024;INVIMA 2002M-0002089;2;1;1;1;1;1;1;0;1;N
19845;"CENTRUM JUNIOR MaS C, TABLETAS MASTICABLES SABORES CEREZA, NARANJA Y TUTTI   FRUTTI";"CENTRUM JUNIOR MaS C, TABLETAS MASTICABLES SABORES CEREZA, NARANJA Y TUTTI   FRUTTI";0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19925864-3;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"FRASCO EN POLIETILENO DE ALTA DENSIDAD BLANCO CON TAPA DE SEGURIDAD BLANCA EN POLIPROPILENO, CON 15 TABLETAS CADA FRASCO.";10/23/2024;10/23/2024;INVIMA 2002M-0002090;2;1;1;1;1;1;1;0;1;N
19846;XANAX  0.5 MG TABLETAS;XANAX  0.5 MG TABLETAS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19928029-2;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA POR 30 TABLETAS EN BLISTER DE PVC  ALUMINIO;10/23/2024;10/23/2024;INVIMA 2023M-0001431-R3;2;1;1;1;1;1;1;0;1;N
19847;RELENZA;RELENZA;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906265-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA POR UN DISKHALER CON 7 ROTADISK DE ALUMINIOPVC-ALUMINIO-POLIAMINA CADA UNO CON 4 BLISTER;10/23/2024;10/23/2024;INVIMA 2011M-0000117-R1;2;1;1;1;1;1;1;0;1;N
19848;GETEC (GENERADOR TECNECIO 99 M9;GETEC (GENERADOR TECNECIO 99 M9;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906017-2;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"GETEC 350 12, 95 GBG (350 MCI), GETEC 400 25, 90 GBG (700 MCI), GETEC 1000 37, 0 GBG (100MCI), GETEC1400 51, 80 GBG ( 14300 MCI)";10/23/2024;10/23/2024;INVIMA M-14307;2;1;1;1;1;1;1;0;1;N
19849;GETEC (GENERADOR TECNECIO 99 M9;GETEC (GENERADOR TECNECIO 99 M9;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906017-8;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"10 FRASCOS CON 6 ML. DE SOLUCION INYECTABLE DE CLORURO DE SODIO AL 0, 9%";10/23/2024;10/23/2024;INVIMA M-14307;2;1;1;1;1;1;1;0;1;N
19850;CIPLAMETAZON (INHALADOR NASAL);CIPLAMETAZON (INHALADOR NASAL);0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906133-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA DE CARTON CON TUBO DE ALUMINIO CON VALVULA DOSIFICADORA DE POLIETILENO POR 200 DOSIS.;10/23/2024;10/23/2024;INVIMA M-14140;2;1;1;1;1;1;1;0;1;N
19851;"CUROSURF  3,0 ML";"CUROSURF  3,0 ML";0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906076-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA PLEGADIZA CON UN VIAL DE VIDRIO TIPO I TRANSPARENTE CON UN TAPoN DE GOMA DE CLOROBUTILO Y TAPA FLIP - OFF POR 3 ML;10/23/2024;10/23/2024;INVIMA 2016MB-14187-R2;2;1;1;1;1;1;1;0;1;N
19852;INSUMAN COMB  75N25R;INSUMAN COMB  75N25R;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906293-2;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"VIAL DE VIDRIO TIPO I, INCOLORO POR 5 ML. CAJA POR 5 VIALES";10/23/2024;10/23/2024;INVIMA 2001M-0000157;2;1;1;1;1;1;1;0;1;N
19853;GLUCONATO DE CALCIO ECAR AL 10% SOLUCION INYECTABLE;GLUCONATO DE CALCIO ECAR AL 10% SOLUCION INYECTABLE;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906318-3;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA DE CARTON CON AVISPERO X 10 AMPOLLAS DE VIDRIO TIPO I POR 10 ML. CADA UNA;10/23/2024;10/23/2024;INVIMA 2016M-14424-R2;2;1;1;1;1;1;1;0;1;N
19854;SYNERCID;SYNERCID;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906217-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"CAJA X1 VIALES. CAJA EN PVP. VIAL DE 1O ML. TIPO I, INCOLORO CIERRE CON TAPON DE CAUCHO CLOROBUTILO, GRIS AGRAFE EN ALUMINIO CON";10/23/2024;10/23/2024;INVIMA M-014453;2;1;1;1;1;1;1;0;1;N
19855;MELOXICAM  15 MG TABLETAS;MELOXICAM  15 MG TABLETAS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906196-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA POR 10 TABLETAS EN BLISTER PVC-PVDC BLANCO OPACOALUMINIO POR 10 TABLETAS.;10/23/2024;10/23/2024;INVIMA 2022M-14130-R3;2;1;1;1;1;1;1;0;1;N
19856;MELOXICAM  15 MG TABLETAS;MELOXICAM  15 MG TABLETAS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906196-3;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA POR 20 TABLETAS EN BLISTER PVC-PVDC BLANCO OPACOALUMINIO POR 10 TABLETAS.;10/23/2024;10/23/2024;INVIMA 2022M-14130-R3;2;1;1;1;1;1;1;0;1;N
19857;METOCLOPRAMIDA CLORHIDRATO 10MG COMPRIMIDOS;METOCLOPRAMIDA CLORHIDRATO 10MG COMPRIMIDOS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905910-5;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA POR 100 COMPRIMIDOS EN  BLISTERES DE PVDC AMBAR  ALUMINIO POR 20  COMPRIMIDOS CU.;10/23/2024;10/23/2024;INVIMA 2010 M-14051-R1;2;1;1;1;1;1;1;0;1;N
19858;ROFEXIB 12.5 MG;ROFEXIB 12.5 MG;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905985-3;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA CARTULINA 1 BLISTER POR 15 TABLETAS EN BLISTER PVCALUMINIO;10/23/2024;10/23/2024;INVIMA M-014671;2;1;1;1;1;1;1;0;1;N
19859;REDUCTIL 15 MG CAPSULAS;REDUCTIL 15 MG CAPSULAS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906160-11;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA X100 CAPSULAS EN BLISTER DE PVCPVDC ALUMINIO CON 10 CAPSULAS BLISTER.;10/23/2024;10/23/2024;INVIMA M-14081;2;1;1;1;1;1;1;0;1;N
19860;REDUCTIL 15 MG CAPSULAS;REDUCTIL 15 MG CAPSULAS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906160-5;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA X25 CAPSULAS EN BLISTER PVCPVDCALUMINIO CON 5 CAPSULAS BLISTER.;10/23/2024;10/23/2024;INVIMA M-14081;2;1;1;1;1;1;1;0;1;N
19861;ACELIFEN 500 MG TABLETAS;ACELIFEN 500 MG TABLETAS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19907895-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA PLEGADIZA POR 30 TABLETAS EN BLISTER DE PVC  ALUMINIO.;10/23/2024;10/23/2024;INVIMA M-014600;2;1;1;1;1;1;1;0;1;N
19862;RELENZA;RELENZA;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906265-3;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA CON 1 ROTACAPS CON FRASCO DE POLIETILENO DE HDPE Y TAPA ROSCA DE POLIPROPILENO POR 20 CAPSULAS CONTENIENDO EL POLVO PARA IN;10/23/2024;10/23/2024;INVIMA 2011M-0000117-R1;2;1;1;1;1;1;1;0;1;N
19863;NEOTALEM DE 20 MG (SOLUCION INYECTABLE);NEOTALEM DE 20 MG (SOLUCION INYECTABLE);0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906264-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"CAJA POR 1 FRASCO AMPOLLA DE VIDRIO INCOLORO TIPO I,  CON TAPON GRIS TIPO TACHUELA CLOROBUTILO, CON AGRAFE DE ALUMINIO FLIP OFF.";10/23/2024;10/23/2024;INVIMA M-14365;2;1;1;1;1;1;1;0;1;N
19864;SILVEDERMA CREMA;SILVEDERMA CREMA;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905878-2;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA DE CARTULINA X 1 TUBO DE POLIETILENO X 50 G;10/23/2024;10/23/2024;INVIMA M-14383;2;1;1;1;1;1;1;0;1;N
19865;BETAMETASONA 0.05% CREMA.;BETAMETASONA 0.05% CREMA.;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905679-2;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"CAJA CON TUBO COLAPSIBLE TRILAMINADO DE ALUMINIO IMPRESO Y TAPA DE PP, POR 20 G DE CREMA.";10/23/2024;10/23/2024;INVIMA 2010 M-13967 R1;2;1;1;1;1;1;1;0;1;N
19866;NORDETTE  GRAGEAS;NORDETTE  GRAGEAS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906274-16;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"MUESTRA MEDICA: CAJA POR 63  GRAGEAS EN 3 BLISTER PVCALUMINIO,  EMPACADO EN POUCH DE ALUMINIO CON DESECANTE";10/23/2024;10/23/2024;INVIMA 2022M-014475-R3;2;1;1;1;1;1;1;0;1;N
19867;"MELOXICAM TABLETAS 7,5 MG";"MELOXICAM TABLETAS 7,5 MG";0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906320-6;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;MUESTRA MeDICA: CAJA POR 10 TABLETAS EN BLiSTER PVC-PVDC BLANCO OPACOALUMINIO;10/23/2024;10/23/2024;INVIMA 2022M-14170-R2;2;1;1;1;1;1;1;0;1;N
19868;"CENTRUM JUNIOR MaS C, TABLETAS MASTICABLES SABORES CEREZA, NARANJA Y TUTTI   FRUTTI";"CENTRUM JUNIOR MaS C, TABLETAS MASTICABLES SABORES CEREZA, NARANJA Y TUTTI   FRUTTI";0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19925864-8;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"FRASCO EN POLIETILENO DE ALTA DENSIDAD BLANCO CON TAPA DE SEGURIDAD BLANCA EN POLIPROPILENO, CON 80 TABLETAS CADA FRASCO.";10/23/2024;10/23/2024;INVIMA 2002M-0002090;2;1;1;1;1;1;1;0;1;N
19869;PERSANTIN  AMPOLLAS 10 MG2 ML SOLUCIoN INYECTABLE;PERSANTIN  AMPOLLAS 10 MG2 ML SOLUCIoN INYECTABLE;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905610-3;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA POR 6 AMPOLLAS DE VIDRIO TIPO I POR 2 ML;10/23/2024;10/23/2024;INVIMA 2019M-14042-R2;2;1;1;1;1;1;1;0;1;N
19870;"CENTRUM JUNIOR MaS C, TABLETAS MASTICABLES SABORES CEREZA, NARANJA Y TUTTI   FRUTTI";"CENTRUM JUNIOR MaS C, TABLETAS MASTICABLES SABORES CEREZA, NARANJA Y TUTTI   FRUTTI";0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19925864-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"FRASCO EN POLIETILENO DE ALTA DENSIDAD BLANCO CON TAPA DE SEGURIDAD BLANCA EN POLIPROPILENO, CON 10 TABLETAS CADA FRASCO.";10/23/2024;10/23/2024;INVIMA 2002M-0002090;2;1;1;1;1;1;1;0;1;N
19871;LEDOXAN INYECTABLE 200MG;LEDOXAN INYECTABLE 200MG;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19909146-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"VIAL DE VIDRIO TIPO I X 15 ML CON 200 MG DE PRINCIPIO ACTIVO, CON TAPON DE CAUCHO BUTILO GRIS+ AGRAFE DE ALUMINIO";10/23/2024;10/23/2024;INVIMA 2001M-0000236;2;1;1;1;1;1;1;0;1;N
19872;"CENTRUM JUNIOR MaS C, TABLETAS MASTICABLES SABORES CEREZA, NARANJA Y TUTTI   FRUTTI";"CENTRUM JUNIOR MaS C, TABLETAS MASTICABLES SABORES CEREZA, NARANJA Y TUTTI   FRUTTI";0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19925864-2;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"FRASCO EN POLIETILENO DE ALTA DENSIDAD BLANCO CON TAPA DE SEGURIDAD BLANCA EN POLIPROPILENO, CON 12 TABLETAS CADA FRASCO.";10/23/2024;10/23/2024;INVIMA 2002M-0002090;2;1;1;1;1;1;1;0;1;N
19873;PARODONTAX  F CREMA DENTAL;PARODONTAX  F CREMA DENTAL;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19926820-5;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA CON UN TUBO  POLIETILENO DE ALTA DENSIDAD POR 30 G  MUESTRA MEDICA;10/23/2024;10/23/2024;INVIMA 2002M-0001063;2;1;1;1;1;1;1;0;1;N
19874;"CENTRUM JUNIOR MaS C, TABLETAS MASTICABLES SABORES CEREZA, NARANJA Y TUTTI   FRUTTI";"CENTRUM JUNIOR MaS C, TABLETAS MASTICABLES SABORES CEREZA, NARANJA Y TUTTI   FRUTTI";0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19925864-10;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"FRASCO EN POLIETILENO DE ALTA DENSIDAD BLANCO CON TAPA DE SEGURIDAD BLANCA EN POLIPROPILENO, CON 130 TABLETAS CADA FRASCO.";10/23/2024;10/23/2024;INVIMA 2002M-0002090;2;1;1;1;1;1;1;0;1;N
19875;"CENTRUM JUNIOR MaS C, TABLETAS MASTICABLES SABORES CEREZA, NARANJA Y TUTTI   FRUTTI";"CENTRUM JUNIOR MaS C, TABLETAS MASTICABLES SABORES CEREZA, NARANJA Y TUTTI   FRUTTI";0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19925864-7;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"FRASCO EN POLIETILENO DE ALTA DENSIDAD BLANCO CON TAPA DE SEGURIDAD BLANCA EN POLIPROPILENO, CON 75 TABLETAS CADA FRASCO.";10/23/2024;10/23/2024;INVIMA 2002M-0002090;2;1;1;1;1;1;1;0;1;N
19876;GETZOL SUSPENSION;GETZOL SUSPENSION;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19928096-2;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;FRASCO DE PEAD BLANCO POR 15 ML;10/23/2024;10/23/2024;INVIMA 2002M-0001269;2;1;1;1;1;1;1;0;1;N
19877;B-CORT 200 AEROSOL;B-CORT 200 AEROSOL;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906224-4;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;MUESTRA MEDICA CAJA POR UN FRASCO DE ALUMINIO POR 6 mL DE AEROSOL QUE EQUIVALEN A 120 DOSIS CON VaLVULA DOSIFICADORA Y ADAPTADOR;10/23/2024;10/23/2024;INVIMA 2023M-14251-R3;2;1;1;1;1;1;1;0;1;N
19878;SILIKON  1000;SILIKON  1000;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19905949-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"CAJA DE CARTON X VIAL 8, 5 ML. VIAL DE VIDRIO DE CAPACIDAD 10 ML TIPO I.";10/23/2024;10/23/2024;INVIMA M-14249;2;1;1;1;1;1;1;0;1;N
19879;GETEC (GENERADOR TECNECIO 99 M9;GETEC (GENERADOR TECNECIO 99 M9;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906017-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"10 FRASCOS CON 6 ML. DE SOLUCION INYECTABLE DE CLORURO DE SODIO AL 0, 9%, 10 FRASCOS AL VACIO, ESTERILES Y LIBRES DE PIROGENOS,";10/23/2024;10/23/2024;INVIMA M-14307;2;1;1;1;1;1;1;0;1;N
19880;NORDETTE  GRAGEAS;NORDETTE  GRAGEAS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906274-15;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"MUESTRA MEDICA: CAJA POR 42 GRAGEAS EN 2 BLISTER PVCALUMINIO, EMPACADO EN POUCH DE ALUMINIO CON DESECANTE";10/23/2024;10/23/2024;INVIMA 2022M-014475-R3;2;1;1;1;1;1;1;0;1;N
19881;NORDETTE  GRAGEAS;NORDETTE  GRAGEAS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906274-9;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA X 2 BLISTER  X 21 GRAGEAS CADA UNO;10/23/2024;10/23/2024;INVIMA 2022M-014475-R3;2;1;1;1;1;1;1;0;1;N
19882;REDUCTIL 15 MG CAPSULAS;REDUCTIL 15 MG CAPSULAS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906160-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA X5 CAPSULAS EN BLISTER PVCPVDCALUMINIO CON 5 CAPSULAS BLISTER.;10/23/2024;10/23/2024;INVIMA M-14081;2;1;1;1;1;1;1;0;1;N
19883;LINAVIT TABLETAS.;LINAVIT TABLETAS.;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906179-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;FRASCO PEAD  POR 30 TABLETAS.;10/23/2024;10/23/2024;INVIMA M-14117;2;1;1;1;1;1;1;0;1;N
19884;SINCRIX  SUSPENSION;SINCRIX  SUSPENSION;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906322-6;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA 1 FRASCO PET POR 200 ML. PET CON TAPA DE ALUMINIO PILFER PROOF CON CUCHARA TAPON Y MEDIDOR CON EMBOLO.;10/23/2024;10/23/2024;INVIMA M-14102;2;1;1;1;1;1;1;0;1;N
19885;BRUFEN 600 MG. GRANULADO EFERVECENTE;BRUFEN 600 MG. GRANULADO EFERVECENTE;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906324-5;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"CAJA DE CARTON PLEGABLE X 25 SOBRES TERMOSELLADOS CONTENIENDO 6, 465 G. (UNA DOSIS) LAMINADO DE PAPELPOLIETILENOALUMINIOPOLIE";10/23/2024;10/23/2024;INVIMA M-14096;2;1;1;1;1;1;1;0;1;N
19886;CALCIAMIN GRANULADO.;CALCIAMIN GRANULADO.;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906354-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;FRASCO DE VIDRIO X 85 G.;10/23/2024;10/23/2024;INVIMA M-014500;2;1;1;1;1;1;1;0;1;N
19887;CALCIAMIN GRANULADO.;CALCIAMIN GRANULADO.;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906354-12;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;SOBRES EN ALUMINIO POLIETILENO X 100 G.;10/23/2024;10/23/2024;INVIMA M-014500;2;1;1;1;1;1;1;0;1;N
19888;ODRANAL 150 MG TABLETAS  RECUBIERTAS DE LIBERACION PROLONGADA;ODRANAL 150 MG TABLETAS  RECUBIERTAS DE LIBERACION PROLONGADA;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906266-7;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;CAJA EN CARTULINA X 100 TABLETAS  RECUBIERTAS DE LIBERACION PROLONGADA EN FOIL ALU  ALU POR 10 COMPRIMIDOS CU;10/23/2024;10/23/2024;INVIMA 2016M-14148-R2;2;1;1;1;1;1;1;0;1;N
19889;MINULET GRAGEAS;MINULET GRAGEAS;0;NULL;N;N;N;N;N;0;0;0;0;N;N;N;N;N;1;19906272-1;NULL;N;0;0;NULL;N;NULL;N;0;NULL;N;N;N;N;N;N;N;N;NULL;A;1;6;1;1;1;1;1;1;"CAJA POR 21 GRAGEAS, EN BLISTER PVCALU.";10/23/2024;10/23/2024;INVIMA 2016 M014479-R2;2;1;1;1;1;1;1;0;1;N
